Type,Username,Date,Text,Link,Reply_Count;;
"POST,dollkonah,Sun Dec 21 13:18:44 +0000 2025,""Kapolri Tekankan Kewaspadaan Cuaca Ekstrem dan Kesiapsiagaan Penanganan Bencana Selama Nataru  Kapolri Jenderal Polisi Listyo Sigit Prabowo memberikan penekanan khusus terhadap kewaspadaan cuaca ekstrem dan kesiapsiagaan penanganan bencana, khususnya di wilayah Jawa Tengah. https://t.co/ixSX7QkFqe"",https://x.com/dollkonah/status/2002730458866647449,0";;
"POST,DivHumas_Polri,Sun Dec 21 06:34:26 +0000 2025,""Wakapolri Komjen Pol. Prof. Dr. Dedi Prasetyo, M. Si., mewakili Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., meresmikan kembali operasional pabrik garmen PT Wonghang Bersaudara bersama Akarsa Garmen Indonesia di Kabupaten Pemalang, Jawa Tengah. Peresmian ini https://t.co/ZHl6dJmFMy"",https://x.com/DivHumas_Polri/status/2002628711116648683,51";;
"POST,PolairJateng,Sat Dec 20 10:55:00 +0000 2025,""Kapal Polisi IX-1015 Pencarian Laka Air Sungai Lodji, Kampung Bugisan, Kel.Panjang Wetan, Pekalongan Utara, Utara Pompa Air Bugisan III, Kota Pekalongan Komandan KP IX-1015 Dit PolAirud Polda Jateng, Aipda Wahyoe Tri P #Arnavatdarphamahe#Salampresisi#infopoldajateng#poldajateng# https://t.co/lA6kk3w8nP"",https://x.com/PolairJateng/status/2002331898631036944,0";;
"POST,Polsektenggaro1,Sat Dec 20 05:21:02 +0000 2025,""Pemalang-Wakil Kepala Kepolisian Republik Indonesia (Wakapolri) Komisaris Jenderal Polisi Dedi Prasetyo menghadiri peresmian PT. Akarsa Garment Indonesia, yang kini resmi beroperasi di Kabupaten Pemalang, Jawa Tengah, Jumat (18/12/2025). https://t.co/b4hSYAr9pw"",https://x.com/Polsektenggaro1/status/2002247853805330825,0";;
"POST,PolairJateng,Fri Dec 19 09:53:42 +0000 2025,""Giat laporan POLISI PENOLONG KP.IX-1008 ( Kendal ) Dit Polairud Polda Jateng.   - Hari / Waktu : Jum'at, 19 Desember 2025, Pukul 10.00 Wib. - Tempat : Dermaga Kapal perikanan Birusari, Kel. Kalibuntu Wetan, Kec. Kendal Kota, Kab. Kendal. - Uraian :  Crew KP.IX-1008  membantu kapa https://t.co/B5ygH7j8PI"",https://x.com/PolairJateng/status/2001954082299474234,0";;
"POST,mediaindonesia,Fri Dec 19 09:01:33 +0000 2025,""Kepolisian Resor (Polres) Blora akhirnya mengakui adanya tindakan salah tangkap terhadap seorang pelajar berinisial RF, 16, dalam kasus dugaan pembuangan bayi. Pengakuan ini muncul setelah tim Propam Polda Jawa Tengah   https://t.co/B2w0DzDG0Z"",https://x.com/mediaindonesia/status/2001940958804631792,1";;
"POST,kumparan,Fri Dec 19 07:50:30 +0000 2025,""Seorang santri berinisial MMA (12) di pondok pesantren Wonogiri, Jawa Tengah, meninggal dalam kondisi tidak wajar dengan tubuh penuh lebam. Keluarga melaporkan kasus ini ke Polres Wonogiri, dan polisi melakukan ekshumasi untuk mengetahui penyebab kematian secara medis.   Kapolres https://t.co/2EaFIFAWIG"",https://x.com/kumparan/status/2001923078738362857,3";;
"POST,tribunjateng,Fri Dec 19 06:12:35 +0000 2025,""Kondisi Terkini Siswi SMA di Blora Korban Salah Tangkap Kasus Buang Bayi, Polisi Salah Prosedur?   https://t.co/dUfy2HAfn9"",https://x.com/tribunjateng/status/2001898438397694370,0";;
"POST,polsek_ambarawa,Thu Dec 18 16:09:54 +0000 2025,""Kapolsek Ambarawa AKP Ririh Widiastuti, SH, MH, Para Kanit &amp";" Kasi, mengikuti arahan Kapolda Jawa Tengah melalui zoom meeting di aula Polsek Ambarawa.  Lapor Kejadian - Bantuan Polisi, hubungi Call Center  ☎️  110 ( bebas pulsa).  #poldajateng #polressemarang #polsekambarawa https://t.co/rb26SrLzBX"",https://x.com/polsek_ambarawa/status/2001686368381239655,0";
"POST,IndiraNews,Thu Dec 18 12:26:43 +0000 2025,""Misteri dari pembunuhan Advokat Aris Munadi yang terkubur di hutan Kubangkangkung, Kawunganten, Kabupaten Cilacap, Jawa tengah kini mulai terkuak. Polisi menetapkan dua orang tersangka, kakak beradik berinisial S (43) dan J (36), warga Jeruklegi, Cilacap. https://t.co/ShNGsQpVEv"",https://x.com/IndiraNews/status/2001630201978196218,1";;
"POST,hariankompas,Thu Dec 18 10:30:00 +0000 2025,""Penangkapan sejumlah aktivis terkait demonstrasi pada 29 Agustus 2025 terus terjadi di sejumlah daerah, termasuk di Jawa Tengah. Yang terbaru, polisi menangkap tiga aktivis di Magelang, Jawa Tengah, dengan tuduhan menghasut orang lain untuk mengikuti demonstrasi. Lantas, apa https://t.co/PHqGK9gBlo"",https://x.com/hariankompas/status/2001600831397736605,0";;
POST,DtkViral,Wed Dec 17 16:32:20 +0000 2025,Peristiwa Polisi Dibacok 4 Pemuda di Pati Jawa Tengah menggegerkan warga. Simak kronologi lengkapnya di sini.  #Polisi #Polri #Viral #Trending #fypシ  https://t.co/0tzwJqbVon,https://x.com/DtkViral/status/2001329625591669143,0;;
"POST,IDNTimesJateng,Wed Dec 17 01:45:34 +0000 2025,""ODGJ di Klaten Dievakuasi Polisi, Sempat Ancam Orangtua Dengan Sajam https://t.co/UuYOjH7inC"",https://x.com/IDNTimesJateng/status/2001106465051099559,0";;
POST,bayuanggara08,Tue Dec 16 21:08:54 +0000 2025,@intinyadeh Polisi jateng ga abis abis pekoknya su,https://x.com/bayuanggara08/status/2001036838862205162,0;;
POST,rch1018,Tue Dec 16 16:22:36 +0000 2025,@intinyadeh Polisi jateng makin najisin. Ada apa sih disana,https://x.com/rch1018/status/2000964790563549460,0;;
POST,mayylnt,Tue Dec 16 12:31:12 +0000 2025,POLISI JAWA TENGAH LAGI BISA KERJA GA SE?,https://x.com/mayylnt/status/2000906556196712575,0;;
POST,PergiNgeteh,Tue Dec 16 10:23:50 +0000 2025,si wabup kakaknya polisi dan ini urusannya sama polda jateng..... semoga yang maha kuasa beserta alam semesta memberkati usaha korban dan keluarganya untuk mendapat keadilan 🙏🏻✨,https://x.com/PergiNgeteh/status/2000874500649546165,0;;
POST,TamagoFake,Tue Dec 16 01:49:22 +0000 2025,@intinyadeh polisi jateng ini kenapa hobi belok ya?,https://x.com/TamagoFake/status/2000745031880335596,0;;
"POST,kumparan,Tue Dec 16 01:00:01 +0000 2025,""Advokat asal Banyumas, Jawa Tengah, Aris Munadi ditemukan tak bernyawa dan dikuburkan di kawasan hutan Desa Kubangkangkung, Kecamatan Kawunganten, Kabupaten Cilacap. Polisi menetapkan dua kakak-beradik, Sayudi (43) dan Juwanto (36), sebagai tersangka pembunuhan berencana. Motif https://t.co/jfvpWPZyCB"",https://x.com/kumparan/status/2000732614660157450,0";;
POST,kumparan,Tue Dec 16 00:00:01 +0000 2025,Muhammad Adimas Firdaus Putra Nasihan alias Resbob akhirnya ditangkap polisi pada Senin (15/12) setelah sempat berupaya mengecoh aparat saat melarikan diri. Ia diamankan seorang diri di wilayah Jawa Tengah setelah dilakukan pengejaran oleh Polda Jawa Barat.  Kabid Humas Polda https://t.co/d6uEiALO9w,https://x.com/kumparan/status/2000717514540769403,11;;
"POST,mihumihu__11,Mon Dec 15 20:11:33 +0000 2025,""demi Allah marah bgt sama polisi jateng, tolol gasekolah kah lu bego, bukan wewenang lu nelanjangin, bawa ke RS visum, ngapain lo megang payudara sama vaginanya, polisi bego  @DivHumas_Polri liat nih anak buah lu yg tololll itu, makanya bikin seleksi yg bener"",https://x.com/mihumihu__11/status/2000660019537428829,0";;
POST,tvOneNews,Mon Dec 15 14:40:00 +0000 2025,Polisi ungkap konten kreator Adimas Firdaus alias Resbob sempat melarikan diri ke sejumlah tempat di Jawa Tengah dan Jawa Timur.  Selengkapnya di https://t.co/scLQUEBj1v #HardNews_Hukum #NewsOne #CariBeritaditvOne #Resbob #SukuSunda #Viking #PenghinaanSuku #NO01 https://t.co/rO4VFlck0K,https://x.com/tvOneNews/status/2000576579920175378,5;;
"POST,hiburansID,Mon Dec 15 14:29:11 +0000 2025,""Akhir Pelarian Daus Resbob Ditangkap Polisi Siber Polda Jabar di Semarang, Jawa Tengah, Senin (15/12/25).  #AdimasFirdaus #Resbob #Sunda #Viking #Persib https://t.co/Cear9XiPLb"",https://x.com/hiburansID/status/2000573857821012133,0";;
"POST,grok,Mon Dec 15 13:23:07 +0000 2025,""@Jessepinkmn10 @B3doel___ Resbob adalah nama panggilan Muhammad Adimas Firdaus Putra Nasihan, seorang YouTuber yang ditangkap polisi di Jawa Tengah karena dugaan ujaran kebencian dan penghinaan terhadap suku Sunda. Ia sempat mencoba kabur dan menitipkan ponsel ke pacarnya sebelum dibawa ke Polda Jabar."",https://x.com/grok/status/2000557234271461506,0";;
POST,saltingcaramel,Mon Dec 15 12:55:26 +0000 2025,kontol2 bgt polisi jateng,https://x.com/saltingcaramel/status/2000550265372713210,0;;
"POST,Kilat_com,Mon Dec 15 12:30:35 +0000 2025,""Resbob Akhirnya Ditangkap Polisi, Sempat Kabur ke Jawa Tengah  https://t.co/wG3vD3zFKu"",https://x.com/Kilat_com/status/2000544010608472323,0";;
"POST,elninovena,Mon Dec 15 11:22:55 +0000 2025,""Lagi lagi polisi Jateng, Blok"",https://x.com/elninovena/status/2000526984473161856,1";;
"POST,kumparan,Mon Dec 15 10:49:28 +0000 2025,""Muhammad Adimas Firdaus Putra Nasihan alias Resbob ditangkap polisi. """"Sudah diamankan hari ini,"""" kata Kabid Humas Polda Jawa Barat (Jabar), Kombes Pol Hendra Rochmawan, saat dihubungi, Senin (15/12).  Resbob ditangkap hari ini di kawasan Jawa Tengah. Hendra bilang, saat ini https://t.co/Ce36yRsKGD"",https://x.com/kumparan/status/2000518566022635891,27";;
"POST,tribunjateng,Mon Dec 15 08:39:25 +0000 2025,""Sosok Azka Rizki Fadholi, Siswa Jateng Meninggal Usai Dirisak Teman Sekolah: Polisi Jalan di Tempat   https://t.co/TCLxURDw9w"",https://x.com/tribunjateng/status/2000485836652212573,0";;
POST,honda_ayam,Mon Dec 15 04:27:59 +0000 2025,@skagawa099 @richyrich_id @karyadiii_ @intinyadeh @JukiHoki https://t.co/BrgNqrJA9z,https://x.com/honda_ayam/status/2000422560446710045,1;;
"POST,detikcom,Mon Dec 15 02:45:59 +0000 2025,""""""Informasi dari penyelidik, yang bersangkutan telah berpindah lagi ke arah barat yaitu Jawa Tengah,"""" ungkap Kabid Humas Polda Jawa Barat Kombes Hendra Rochmawan.  Via @detikjabar_  https://t.co/ZMqqb3A46J"",https://x.com/detikcom/status/2000396892765815115,1";;
"POST,tarja45601,Mon Dec 15 02:41:02 +0000 2025,""Polsek Geyer Polres Grobogan  Polda Jateng.  Polisi bukan hanya profesi, tapi juga pengabdian sepenuh hati untuk negara.  @poldajateng @polres_grobogan @kapolresgrobogan #harkamtibmas #polriuntukmasyarakat https://t.co/rYscVzMwJ6"",https://x.com/tarja45601/status/2000395648810860734,0";;
"POST,IDNTimesJateng,Mon Dec 15 00:46:11 +0000 2025,""Empat Orang Meninggal di dalam Mobil Ruas Tol Tegal, Polisi Tunggu Hasil Forensik https://t.co/a84imaclr9"",https://x.com/IDNTimesJateng/status/2000366743622127912,0";;
POST,coup_de_et4t,Sun Dec 14 16:25:40 +0000 2025,@iyokp97 @intinyadeh Emang sih. Tapi yg sering ketahuan ya polisi jateng dan sekali ketahuan ga kaleng2 bobroknya,https://x.com/coup_de_et4t/status/2000240783627350029,0;;
POST,simanusiaaneh,Sun Dec 14 15:57:02 +0000 2025,Polisi jateng tuh??? Dari planet mana yang ngga tau tes dna???????,https://x.com/simanusiaaneh/status/2000233581202014587,0;;
POST,coup_de_et4t,Sun Dec 14 13:13:47 +0000 2025,@intinyadeh Polisi jateng lagi jateng lagi. Di sana sarangnya polisi nganu ya,https://x.com/coup_de_et4t/status/2000192494592725268,2;;
"POST,liputan6dotcom,Sun Dec 14 13:00:10 +0000 2025,""Viral Polisi Diduga Salah Tangkap Gadis di Blora Usai Dituduh Buang Bayi, Ini Kata Polda Jateng  https://t.co/kKbDMd1cfH"",https://x.com/liputan6dotcom/status/2000189071365374205,6";;
POST,haloookarr,Sun Dec 14 10:33:38 +0000 2025,@intinyadeh polisi jateng lagiii anjir,https://x.com/haloookarr/status/2000152192775516288,0;;
"POST,grok,Sun Dec 14 10:33:06 +0000 2025,""@TheitsF68960 @Jateng_Twit Saya tidak setuju dengan kekerasan massa, rajam, atau pembantaian oleh orangtua korban. Kasus di Blora ini menunjukkan dugaan pelanggaran prosedur polisi terhadap gadis 16 tahun yang salah tuduh. Keluarga sudah lapor ke Propam Polda Jateng pada 11 Des 2025 untuk investigasi."",https://x.com/grok/status/2000152057626427617,1";;
POST,RudiMahendra45,Sun Dec 14 10:32:13 +0000 2025,@intinyadeh Polisi Jateng LAGI?,https://x.com/RudiMahendra45/status/2000151836419096864,0;;
POST,chaechwe,Sun Dec 14 10:18:34 +0000 2025,@intinyadeh polisi jateng tuh kenapa sih berulah mulu,https://x.com/chaechwe/status/2000148401384808690,0;;
"POST,intinyadeh,Sun Dec 14 10:17:50 +0000 2025,""Pihak keluarga nilai polisi udh sewenang2, aduin ke Propam Polda Jateng. Sertain hasil pemeriksaan RSUD yg nyatain RF gak pernah hamil &amp";" melahirkan.  Sempet ada usaha mediasi, salah satunya di kantor Bupati Blora brg Wabup. Dikasih sejumlah uang, keluarga gak mau terima.  (2/2)"",https://x.com/intinyadeh/status/2000148216579285183,44";
"POST,polsek_ambarawa,Sat Dec 13 17:32:53 +0000 2025,""Petugas Polsek Ambarawa melaksanakan pengamanan &amp";" monitoring kegiatan Anugerah Kebudayaan Jawa Tengah, di Beteng Fort Willem 1 Ambarawa.  Lapor Kejadian - Bantuan Polisi, hubungi Call Center ☎️ 110 (bebas pulsa).  #poldajateng #polressemarang #polsekambarawa #polriuntukmasyarakat https://t.co/HUvEjgU1Oa"",https://x.com/polsek_ambarawa/status/1999895311142309942,0";
"POST,KangJukiDua,Sat Dec 13 14:39:17 +0000 2025,""Tujuh Kepala BNNP Dilantik, Hanya Jawa Tengah yang Jaksa, Ada yang Belum Sebulan Berganti Jabatan - Ini Kebumen #KepalaBNNPJateng #jaksa #polisi  https://t.co/v75lIk2iiP"",https://x.com/KangJukiDua/status/1999851625754890567,0";;
"POST,KangJuki,Sat Dec 13 14:38:37 +0000 2025,""Tujuh Kepala BNNP Dilantik, Hanya Jawa Tengah yang Jaksa, Ada yang Belum Sebulan Berganti Jabatan - Ini Kebumen #KepalaBNNPJateng #jaksa #polisi  https://t.co/EWjbZzVJjV"",https://x.com/KangJuki/status/1999851456732782764,0";;
POST,Jateng_Twit,Sat Dec 13 14:32:48 +0000 2025,https://t.co/4k3nDfyX04,https://x.com/Jateng_Twit/status/1999849991922483425,0;;
"POST,kumparan,Sat Dec 13 13:30:00 +0000 2025,""Advokat asal Banyumas, Jawa Tengah, Aris Munadi, dibunuh dan jenazahnya dikubur di hutan Kabupaten Cilacap, tepatnya di Desa Kubangkangkung, Kecamatan Kawunganten. Polisi menyebut korban dibunuh di wilayah Kecamatan Jeruklegi, di area pemakaman warga.  Polresta Cilacap telah https://t.co/nxyi7AFOh8"",https://x.com/kumparan/status/1999834191052353994,5";;
"POST,PolairJateng,Sat Dec 13 08:58:59 +0000 2025,""Giat laporan POLISI PENOLONG KP.IX-1008 ( Kendal ) Dit Polairud Polda Jateng.   - Nama: AIPDA EKO PUDJIANTO  - Hari / Waktu : Sabtu, 13 Desember 2025, Pukul 07.30 Wib. - Tempat : Dermaga Kapal perikanan Birusari, Kel. Kalibuntu Wetan, Kec. Kendal Kota, Kab. Kendal. - Uraian : https://t.co/6LX2vBH2et"",https://x.com/PolairJateng/status/1999765983809183923,0";;
"POST,mutajir_mohamat,Fri Dec 12 15:38:22 +0000 2025,""@Jateng_Twit Halah taik, polisi Jateng lagi, emang banyak masalah itu polisi wilayah Jateng. Banyak mafianya."",https://x.com/mutajir_mohamat/status/1999504105493205382,1";;
"POST,IDNTimesJateng,Fri Dec 12 14:21:32 +0000 2025,""Empat Orang Meninggal di dalam Mobil Ruas Tol Tegal, Polisi Tunggu Hasil Forensik https://t.co/NITpbH9FUk"",https://x.com/IDNTimesJateng/status/1999484771949576636,0";;
"POST,GwynetaPertiwi,Fri Dec 12 12:31:28 +0000 2025,""polda Jateng bergerak cepat! Investigasi ini penting banget buat keadilan si remaja. Thank you, polisi https://t.co/4LoheqdhjA"",https://x.com/GwynetaPertiwi/status/1999457072451322038,0";;
"POST,RadioElshinta,Fri Dec 12 10:24:55 +0000 2025,""Polres Tegal bergerak cepat menyelidiki penemuan empat orang meninggal dunia di dalam sebuah minibus yang terparkir di Tol KM 284+800 arah Semarang. Hingga laporan ini disampaikan, polisi masih menunggu hasil autopsi dari Bidokes Polda Jateng yang telah dilakukan sejak kemarin https://t.co/4mgsqZNxH9"",https://x.com/RadioElshinta/status/1999425223532380399,0";;
"POST,tangguhniti,Fri Dec 12 08:11:34 +0000 2025,""@kumparan Polisi jateng meneh........ Gunernure polisi, polisine ngawur....  Gombal gombal"",https://x.com/tangguhniti/status/1999391665665229230,0";;
POST,mediamemanggil,Fri Dec 12 08:09:00 +0000 2025,https://t.co/oNWhGUFZsq,https://x.com/mediamemanggil/status/1999391020505772370,0;;
"POST,Ary_PrasKe2,Fri Dec 12 06:24:19 +0000 2025,""Polisi Jateng Rekayasa Kasus!  Polisi Jateng Salah Tangkap!!  Seorang gadis berusia 16 tahun di Kabupaten Blora, Jawa Tengah, diduga jadi korban salah tangkap aparat Polsek Jepon, Polres Blora. Anak petani itu dituduh melahirkan dan membuang bayinya pada April 2025 lalu.  Ibu https://t.co/N8MZjiNjbG"",https://x.com/Ary_PrasKe2/status/1999364673368653829,18";;
"POST,tribunjateng,Fri Dec 12 02:43:29 +0000 2025,""Di Pati, Pasien Gigitan Ular Bisa “Dirujuk” ke Kantor Polisi: Kisah Inspiratif Aiptu Pudiyanto   https://t.co/Iexmvj4yhS"",https://x.com/tribunjateng/status/1999309101118169377,0";;
POST,tribunjateng,Fri Dec 12 01:27:22 +0000 2025,Kronologi Anak Petani Korban Salah Tangkap Polisi Tolak Amplop Tebal dari Pejabat di Blora   https://t.co/QCosOtfZV3,https://x.com/tribunjateng/status/1999289944326701329,0;;
"POST,meronaterkini,Thu Dec 11 17:05:48 +0000 2025,""Sebanyak empat orang ditemukan meninggal dunia di dalam mobil Toyota bernomor polisi B 1973 KVA di KM 284+800 Tol Tegal, Jawa Tengah, pada Kamis (11/12).  #MERONA4D https://t.co/tVIHB1Y62x"",https://x.com/meronaterkini/status/1999163720426307741,0";;
POST,KompasData,Thu Dec 11 12:43:47 +0000 2025,Seorang anak di Blora diduga jadi korban pemeriksaan berlebihan oleh polisi setelah dituduh membuang bayi. Keluarganya melapor ke Bidang Propam Polda Jawa Tengah. #Polhuk #AdadiKompas  https://t.co/IZqRjXLFtI,https://x.com/KompasData/status/1999097781407875364,0;;
POST,hariankompas,Thu Dec 11 12:41:45 +0000 2025,Seorang anak di Blora diduga jadi korban pemeriksaan berlebihan oleh polisi setelah dituduh membuang bayi. Keluarganya melapor ke Bidang Propam Polda Jawa Tengah. #Polhuk #AdadiKompas  https://t.co/aqJvUqx5wu,https://x.com/hariankompas/status/1999097270101307728,0;;
"POST,IDNTimesJateng,Wed Dec 10 10:37:34 +0000 2025,""Polisi Gadungan Culik dan Peras Warga Banyumas, Dipaksa Bayar Rp5,5 Juta https://t.co/S8dY7ySban"",https://x.com/IDNTimesJateng/status/1998703631621829117,0";;
"POST,grok,Wed Dec 10 03:02:14 +0000 2025,""@MahaRajaNgibul @dhemit_is_back Kejadian ini terjadi di Perumahan Puri Baru Permai, Desa Puri, Kecamatan Pati, Kabupaten Pati, Jawa Tengah. Bayi perempuan ditemukan di tempat sampah di Jalan Tidar Raya 2 pada 8 Desember 2025. Kondisinya sehat, berat 2,355 kg, panjang 47 cm, dan sedang ditangani polisi untuk"",https://x.com/grok/status/1998589044671000932,0";;
POST,RamaWinoto,Tue Dec 09 02:22:44 +0000 2025,Diduga Diperas Oknum Polisi Banyumas Warga Purwokerto Lapor ke Propam Kredit Bank Dijadikan Alat Ancaman https://t.co/tCAOFNdvxG,https://x.com/RamaWinoto/status/1998216713679282432,0;;
POST,NusBhisma,Mon Dec 08 15:10:26 +0000 2025,@IDNPict Kegiatan penambangan di Jawa Tengah dilindungi polisi.,https://x.com/NusBhisma/status/1998047526029758511,0;;
"POST,suaramerdeka,Mon Dec 08 12:52:33 +0000 2025,""Dalam sidang beragenda pembacaan permohonan tersebut, perwakilan Polda Jawa Tengah dan Polrestabes Semarang tidak hadir dengan alasan surat kuasa. Sementara itu, Kompolnas tampak hadir mengikuti jalannya persidangan.  https://t.co/VXAaW76NmJ"",https://x.com/suaramerdeka/status/1998012825441362012,0";;
"POST,JackPerles61425,Mon Dec 08 07:33:21 +0000 2025,""Dumai  – polisi Evakuasi Pria yang ditemukan dalam kondisi lemas di sebuah area pemukiman di Kabupaten Sragen, Jawa Tengah, berhasil dievakuasi oleh tim https://t.co/ez8wYoGXc0"",https://x.com/JackPerles61425/status/1997932495216726115,0";;
POST,IDNPict,Sun Dec 07 23:18:16 +0000 2025,Polisi menjadi beking kegiatan tambang di Jawa Tengah. https://t.co/Dc5GulLJtP,https://x.com/IDNPict/status/1997807903122874800,1;;
POST,cilacapupdate1,Sun Dec 07 08:01:40 +0000 2025,Warga Sokaraja Rubungan dengan Polisi Keamanan Lingkungan Jadi Prioritas https://t.co/OSZ9CxKnXe,https://x.com/cilacapupdate1/status/1997577235465966022,0;;
POST,cilacapupdate1,Sun Dec 07 08:01:15 +0000 2025,Polisi Masuk TK Program PSA Bhabinkamtibmas Sumpiuh Bikin Anak Tak Takut Polisi Lagi https://t.co/teCDugiZ6m,https://x.com/cilacapupdate1/status/1997577127806529862,0;;
POST,hi_tyongie,Sun Dec 07 03:42:02 +0000 2025,Something wrong with polisi jateng,https://x.com/hi_tyongie/status/1997511894589116798,0;;
POST,PutriNisa1983,Sat Dec 06 12:36:02 +0000 2025,Mf polisi d bayar brp SM pejabat Jawa Tengah utk memeriksa org halangi aktivitas tambang di gunung.bapak mau kejadian bencana kaya di Sumatera tiba2 BPK LG kerja trus keluarga BPK menjadi korban bencana gara2 org yang tambang  digunung.,https://x.com/PutriNisa1983/status/1997283892169212348,0;;
"POST,mediaindonesia,Sat Dec 06 11:30:00 +0000 2025,""Wu Lili, warga negara asing (WNA) asal Tiongkok yang menabrak dua mahasiswi di Semarang, Jawa Tengah, hingga kini belum ditetapkan sebagai tersangka. Padahal satu di antara korban yang ditabrak meninggal dunia. https://t.co/6Od7BZLh7J"",https://x.com/mediaindonesia/status/1997267276186501509,2";;
"POST,tribunjateng,Sat Dec 06 08:42:32 +0000 2025,""Drama Ibu dan Anak di Magelang Diculik Komplotan Debt Collector, Sempat Kejar-kejaran dengan Polisi   https://t.co/gnTdiDaxuw"",https://x.com/tribunjateng/status/1997225132809728022,0";;
"POST,tribunjateng,Fri Dec 05 14:58:39 +0000 2025,""WNA Wu Lili Belum Ditahan Usai Kecelakaan yang Menewaskan 1 Mahasiswi Semarang, Polisi: Kooperatif   https://t.co/bF40msGpAi"",https://x.com/tribunjateng/status/1996957395193364558,0";;
"POST,UpdateNasional1,Fri Dec 05 08:51:24 +0000 2025,""Sunanto warga Gandrungmangu, Cilacap, Jawa Tengah, ditangkap polisi setelah mengaku membunuh Putri Wijayanti di sebuah hotel.  🔔 Ikuti Update Di WA ➞ https://t.co/AyQMVmJAva  📰 Cek Berita Lengkapnya ➞ https://t.co/wVDmn83jqI   Bobo Jumat Malang Reno mwxt Kamis MIKIR KIDS"",https://x.com/UpdateNasional1/status/1996864976083177588,0";;
"POST,kkkkkintama,Fri Dec 05 07:11:41 +0000 2025,""@hammsqi """"...di Semarang"""" ya jangan berharap banyak, kek gak tau polisi jateng busuknya kek gimana aja"",https://x.com/kkkkkintama/status/1996839881436471752,0";;
POST,IndonesiaCrowd,Fri Dec 05 05:00:41 +0000 2025,Polda Jateng pecat perwira polisi yang terbukti tinggal serumah dengan perempuan tanpa perkawinan https://t.co/eb5229Zpdn,https://x.com/IndonesiaCrowd/status/1996806912424153189,0;;
"POST,seksangkulirang,Thu Dec 04 13:54:57 +0000 2025,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/UOcdluFTij., bersama Panglima TNI Jenderal TNI Agus Subiyanto, S.E., https://t.co/UOcdluFTij., memimpin wisuda prajurit taruna Akademi TNI dan Bhayangkara Taruna Akpol di Magelang, Jawa Tengah, Jumat (28/11). https://t.co/EHtOGeyT24"",https://x.com/seksangkulirang/status/1996578976069030387,0";;
"POST,bxpl_,Thu Dec 04 13:00:25 +0000 2025,""@Divpropam Gimana soal Polda Jateng yg rajin nangkepin aktivis lingkungan???? Polisi Sengkuni, Penuh keMunafikan."",https://x.com/bxpl_/status/1996565254697091497,0";;
POST,trinugroho162,Thu Dec 04 12:19:11 +0000 2025,@Dandhy_Laksono Polisi Jateng yth @ahriesonta @Divpropam  Tolong dong pak.,https://x.com/trinugroho162/status/1996554876692873445,0;;
POST,ANTARA_JATENG,Thu Dec 04 09:57:50 +0000 2025,Perwira polisi Polda Jateng dipecat terkait kasus kematian perempuan dosen  #oknumpolisi #dosen #kriminal #beritaTerkini https://t.co/NeB7vHxtSv,https://x.com/ANTARA_JATENG/status/1996519303760498947,0;;
POST,cilacapupdate1,Thu Dec 04 05:38:26 +0000 2025,Sarang Tawon Vespa Ancam Warga Kedungpring Polisi dan Damkar Lakukan Ini https://t.co/a6ZI3yTCZk,https://x.com/cilacapupdate1/status/1996454022795145485,0;;
"POST,suaramerdeka,Thu Dec 04 01:57:24 +0000 2025,""Dipanggil Polisi Terkait Perkara Tambang, Ketua JMPPK Mengaku Tak Gentar dan Akan Ikuti Prosedur  https://t.co/PdMoTPKsDB"",https://x.com/suaramerdeka/status/1996398400938574249,0";;
"POST,kumparan,Wed Dec 03 10:41:48 +0000 2025,""Kasus kematian dosen hukum pidana Untag Semarang, Dwinanda Linchia Levi (35), pada Senin (17/11) membuat geger para kolega dan mahasiswanya.  Levi ditemukan tewas tanpa busana dan berada satu kamar bersama perwira polisi Polda Jateng. AKBP Basuki (56). Seperti apa kronologinya? https://t.co/9XTzQ3U76d"",https://x.com/kumparan/status/1996167980674342999,0";;
POST,_fendy_,Wed Dec 03 02:57:45 +0000 2025,@FNKSDA Polisi Jawa Tengah lagi...,https://x.com/_fendy_/status/1996051198252908887,0;;
POST,MatHasanaja,Tue Dec 02 23:51:39 +0000 2025,@Jateng_Twit Polisi Jateng ya ? Gak kaget sih.,https://x.com/MatHasanaja/status/1996004365547831765,0;;
"POST,ArahJuang,Tue Dec 02 13:16:32 +0000 2025,""Hingga kini penangkapan terhadap aktivis terus terjadi. Penangkapan terbaru adalah terhadap Dera dan Munif, aktivis WALHI Jawa Tengah. Penangkapan ini menambah daftar seribuan aktivis dan massa aksi yang dikriminalisasi sebelumnya.   Bertolak belakang dengan itu, polisi pembunuh https://t.co/aCUmpYPg7p"",https://x.com/ArahJuang/status/1995844533628928480,2";;
"POST,tribunjogja,Tue Dec 02 09:00:03 +0000 2025,""Residivis berinisial NH alias Gendut (52), asal Kartasura, Sukoharjo, Jawa Tengah, dibekuk polisi usai mencuri uang di kotak infak Masjid Al-Ihklas, Wirokerten, Kapanewon Banguntapan, Kabupaten Bantul  https://t.co/A5rplujlM7"",https://x.com/tribunjogja/status/1995779987589460268,1";;
